"Dataset_ID","Continent","Basin_Type","Latitude","Longitude","Area_m2","record_type"
52024,"North America","Lake",44.54135,-110.842,134676.9631,"small lake"
52055,"North America","Lake",45.13062,-84.7813,479291.0471,"small lake"
52072,"Europe","Peat",45.33639,13.65833,NA,"peatland"
52074,"Europe","Peat",41.15556,1.43389,NA,"peatland"
52076,"Europe","Peat",37.54222,30.295,NA,"peatland"
52082,"Europe","Lake",61.48833,26.08083,203204.5914,"small lake"
52086,"Europe","Lake",42.12908,2.75184,1114838.273,"large lake"
52088,"Europe","Lake",69.2,21.46667,989836.7178,"large lake"
52092,"Europe","Lake",42.69556,0.04,86512.80528,"small lake"
52093,"Europe","Lake",63.61667,29.1,169577.122,"small lake"
52095,"Europe","Peat",50.92333,-1.71556,NA,"peatland"
52097,"Europe","Peat",52.02917,-2.01806,NA,"peatland"
52101,"Europe","Peat",52.41583,-2.24083,NA,"peatland"
52103,"Europe","Lake",54.23778,-2.99028,53137.11858,"small lake"
52107,"Europe","Lake",42.54556,0.32528,48571.18954,"small lake"
52109,"Europe","Peat",42.79873,-0.39943,NA,"peatland"
52111,"Europe","Peat",50.865,-1.64639,NA,"peatland"
52113,"Europe","Peat",50.86111,-1.65083,NA,"peatland"
52115,"Europe","Peat",50.85917,-1.59806,NA,"peatland"
52117,"Europe","Peat",50.93417,-1.72083,NA,"peatland"
52119,"Europe","Peat",50.84639,-1.49722,NA,"peatland"
52121,"Europe","Peat",50.85389,-1.43583,NA,"peatland"
52123,"Europe","Peat",50.9125,-1.68556,NA,"peatland"
52125,"Europe","Peat",51.12083,-0.71583,NA,"peatland"
52127,"Europe","Lake",44.35922,10.12311,9780.674988,"small lake"
52131,"Europe","Peat",51.67944,-0.06972,NA,"peatland"
52140,"North America","Lake",45.02855,-84.6364,53283.3254,"small lake"
52142,"North America","Lake",44.64104,-83.883,50700.82006,"small lake"
52144,"North America","Lake",44.59948,-83.7693,25822.39982,"small lake"
52147,"Europe","Peat",53.47944,6.16737,NA,"peatland"
52150,"Europe","Lake",41.75,12.66667,5732394.809,"large lake"
52153,"Europe","Lake",33.25,35.66667,543447.9066,"large lake"
52155,"Europe","Lake",32.82028,35.58861,167242976.3,"large lake"
52156,"Europe","Lake",41.71667,12.7,1686605.71,"large lake"
52160,"Europe","Lake",41.89167,12.75972,NA,"small lake"
52162,"Europe","Peat",41.83056,12.275,NA,"peatland"
52170,"Europe","Peat",53.81556,-7.89611,NA,"peatland"
52183,"Europe","Peat",78.91667,12,NA,"peatland"
52189,"Europe","Peat",78.91667,12,NA,"peatland"
52191,"Europe","Peat",79.74,10.80421,NA,"peatland"
52192,"Europe","Peat",79.74,10.80421,NA,"peatland"
52194,"Europe","Peat",70.00278,15.43333,NA,"peatland"
52196,"Europe","Peat",78.075,20.9225,NA,"peatland"
52198,"Europe","Peat",78.3083,20.6083,NA,"peatland"
52205,"Europe","Peat",55.08444,-6.1925,NA,"peatland"
52209,"North America","Lake",48.6587,-121.04,2232.014233,"small lake"
52214,"Europe","Lake",68.34472,18.79667,2526.364662,"small lake"
52216,"Europe","Peat",48.9723,13.4001,4844.254066,"peatland"
52218,"Europe","Lake",48.9743,13.4014,46071.22741,"small lake"
52219,"Europe","Lake",48.9743,13.4014,NA,"small lake"
52229,"Europe","Peat",52.4741,6.66741,NA,"peatland"
52236,"Europe","Peat",35.24881,24.27795,NA,"peatland"
52238,"Europe","Peat",47.19861,3.30306,NA,"peatland"
52240,"Europe","Lake",43.83784,10.3308,7415639.141,"large lake"
52246,"Europe","Lake",42.13,12.32194,769463.5803,"large lake"
52248,"Europe","Lake",37.13333,29.6,2374454.817,"large lake"
52250,"Europe","Lake",38.34,34.45639,492329.5134,"small lake"
52255,"Europe","Lake",59.00694,9.63833,20597.28538,"small lake"
52257,"Europe","Lake",39.43139,37.08361,377116.1046,"small lake"
52260,"Europe","Lake",43.95722,17.75472,39800.28291,"small lake"
52266,"Europe","Lake",51.69442,-5.27955,1158.531274,"small lake"
52268,"Europe","Lake",37.13333,29.6,NA,"small lake"
52270,"Europe","Peat",37.54167,31.5,NA,"peatland"
52283,"Asia","Lake",42.39806,77.28389,NA,"small lake"
52285,"Europe","Peat",37.26667,-7.45,NA,"peatland"
52307,"Europe","Lake",53.90687,12.21268,177530.8192,"small lake"
52402,"Europe","Peat",78.07778,20.9258,NA,"peatland"
52404,"Europe","Peat",78.07778,20.9258,NA,"peatland"
52407,"Europe","Peat",79.74,10.80421,NA,"peatland"
52424,"Europe","Peat",48.94017,13.486,NA,"peatland"
52425,"Europe","Lake",48.9743,13.4014,NA,"small lake"
52427,"Europe","Peat",52.63708,4.96486,NA,"peatland"
52429,"Europe","Lake",54.09854,10.25111,1093294.085,"large lake"
52431,"Europe","Peat",48.94017,13.486,NA,"peatland"
52439,"Europe","Lake",47.76601,8.98391,3135127057,"large lake"
52443,"North America","Lake",47.63664,-121.889,158014.9193,"small lake"
52451,"Europe","Peat",52.70317,5.28343,NA,"peatland"
52479,"Asia","Peat",37.29111,49.93694,NA,"peatland"
52495,"Europe","Peat",52.70505,5.28893,NA,"peatland"
52497,"Europe","Lake",42.254,-6.7532,74803.35753,"small lake"
52499,"Europe","Peat",42.2444,-6.755,NA,"peatland"
52505,"Europe","Peat",77.5833,21,NA,"peatland"
52511,"Europe","Peat",78.20833,21.86667,NA,"peatland"
52588,"Europe","Peat",51.99554,5.59404,NA,"peatland"
52612,"Europe","Peat",46.53972,6.23167,NA,"peatland"
52618,"Europe","Peat",46.54639,6.22917,NA,"peatland"
52620,"Europe","Peat",47.24278,7.09444,NA,"peatland"
52622,"Europe","Peat",46.5475,6.23444,NA,"peatland"
52625,"Europe","Peat",47.17333,13.87333,3997.273132,"peatland"
52627,"Europe","Lake",46.95031,13.7811,3738.246521,"small lake"
52629,"Europe","Lake",46.45194,9.75,80835.264,"small lake"
52631,"Europe","Peat",47.75,13.13833,NA,"peatland"
52633,"Europe","Peat",47.75,13.13833,NA,"peatland"
52643,"Europe","Lake",46.67483,7.69017,NA,"small lake"
52645,"Europe","Lake",47.03194,7.29917,41393.39031,"small lake"
52647,"Europe","Lake",47.03194,7.29917,NA,"small lake"
52648,"Europe","Lake",47.03194,7.29917,NA,"small lake"
52650,"Europe","Lake",47.03194,7.29917,NA,"small lake"
52652,"Europe","Lake",47.03194,7.29917,NA,"small lake"
52661,"Europe","Peat",47.01889,-1.89306,NA,"peatland"
52663,"Europe","Peat",48.51944,-0.25333,NA,"peatland"
52665,"Europe","Peat",42.48028,1.62889,NA,"peatland"
52671,"Europe","Lake",43.27727,2.971296,14877.52638,"small lake"
52673,"Europe","Peat",42.47917,1.56694,NA,"peatland"
52677,"Europe","Peat",42.4675,1.58278,NA,"peatland"
52679,"Asia","Lake",72.24444,102.2356,34489.78782,"small lake"
52681,"Asia","Peat",57.66667,59.95,NA,"peatland"
52683,"Europe","Peat",46.976,8.84233,NA,"peatland"
52685,"Asia","Peat",57.35,60.13333,NA,"peatland"
52687,"Asia","Peat",57.81667,59.93333,NA,"peatland"
52691,"Europe","Peat",46.53972,6.23167,NA,"peatland"
52694,"Europe","Lake",46.83056,7.54694,241952.6658,"small lake"
52695,"Europe","Lake",46.83056,7.54694,NA,"small lake"
52707,"Europe","Lake",46.83056,7.54694,NA,"small lake"
52781,"Europe","Peat",52.72494,5.08079,NA,"peatland"
52784,"Europe","Peat",52.70171,5.28824,NA,"peatland"
52790,"Europe","Lake",47.84792,12.56917,99775.91425,"small lake"
52794,"North America","Lake",19.29693,-88.0701,89663.11064,"small lake"
52796,"North America","Lake",15.14967,-92.751,2437185.418,"large lake"
52797,"Europe","Lake",46.83056,7.54694,NA,"small lake"
52799,"Europe","Peat",46.52056,7.3645,NA,"peatland"
52801,"Europe","Peat",46.52056,7.3645,NA,"peatland"
52803,"Europe","Peat",46.4057,9.68,NA,"peatland"
52805,"Europe","Peat",46.4575,9.8561,NA,"peatland"
52817,"Europe","Peat",52.6977,5.21844,NA,"peatland"
52821,"North America","Lake",18.62601,-90.2857,3508418.744,"large lake"
52831,"North America","Peat",15.98603,-61.301,NA,"peatland"
52837,"North America","Lake",17.53333,-90.1833,504005.1748,"large lake"
52849,"Europe","Lake",51.50483,23.838,249538397.6,"large lake"
52857,"Asia","Lake",72.29167,99.60778,NA,"small lake"
52865,"Asia","Lake",72.29167,99.60778,NA,"small lake"
52869,"Asia","Lake",72.29167,99.60778,NA,"small lake"
52892,"Europe","Lake",47.76306,8.93833,51515.51322,"small lake"
52894,"Europe","Lake",47.70972,9.06139,14324870.58,"large lake"
52897,"North America","Lake",60.4803,-150.275,7095372.06,"large lake"
52901,"Europe","Lake",35.32972,24.27583,488612.1457,"small lake"
52907,"Europe","Lake",40.335,-7.61889,NA,"small lake"
52910,"Europe","Peat",40.33683,-7.60667,NA,"peatland"
52913,"Europe","Lake",40.33583,-7.5745,NA,"small lake"
52915,"Europe","Lake",40.33467,-7.603,4580.093665,"small lake"
52917,"Europe","Lake",40.358,-7.63833,763543.0509,"large lake"
52919,"Europe","Lake",40.335,-7.60583,3012.574832,"small lake"
52921,"Europe","Lake",40.35717,-7.635,2020.820179,"small lake"
52922,"Europe","Peat",40.37,-7.63,NA,"peatland"
52939,"Asia","Lake",42.39806,77.28389,NA,"small lake"
52952,"Asia","Lake",37.99167,48.56333,4091750.523,"large lake"
52963,"Europe","Lake",52.71833,-3.04333,1417.072066,"small lake"
52965,"Europe","Peat",52.78389,-2.92778,NA,"peatland"
52967,"Europe","Peat",38.436,-28.1697,NA,"peatland"
52969,"Europe","Lake",38.4345,-28.1912,1430.270537,"small lake"
52972,"Europe","Peat",52.68884,7.01819,NA,"peatland"
52975,"Asia","Peat",67.26667,48.71667,NA,"peatland"
52977,"Asia","Peat",67.26667,48.71667,NA,"peatland"
52979,"Asia","Peat",67.26667,48.71667,NA,"peatland"
53002,"Europe","Lake",62.38333,9.66667,4374.706872,"small lake"
53053,"Europe","Peat",45.27444,2.67917,NA,"peatland"
53055,"Europe","Peat",45.27444,2.67917,NA,"peatland"
53063,"Asia","Lake",65.01667,50.23333,29949693.98,"large lake"
53069,"Europe","Peat",52.87834,4.85113,NA,"peatland"
53078,"Europe","Peat",52.20712,4.88095,NA,"peatland"
53081,"Europe","Lake",62.32361,9.73833,447710.4444,"small lake"
53086,"Europe","Peat",53.12578,6.77805,NA,"peatland"
53096,"Europe","Peat",52.73924,4.95263,NA,"peatland"
53098,"Europe","Lake",62.4,9.68333,234118.6083,"small lake"
53101,"Europe","Peat",59.31667,4.866667,NA,"peatland"
53119,"Europe","Peat",62.795,11.88667,NA,"peatland"
53121,"Europe","Peat",59.16667,5.23333,NA,"peatland"
53127,"Europe","Peat",58.78333,5.7,NA,"peatland"
53131,"Europe","Peat",62.80639,11.94056,NA,"peatland"
53133,"North America","Peat",52.6923,-83.9442,NA,"peatland"
53135,"Europe","Peat",60.03083,10.69917,NA,"peatland"
53147,"Europe","Peat",52.73874,23.89801,NA,"peatland"
53188,"Europe","Lake",37.57754,22.7278,307004.0404,"small lake"
53275,"Europe","Peat",42.89667,-2.24028,NA,"peatland"
53277,"Europe","Peat",43.24111,-3.65306,NA,"peatland"
53279,"Europe","Peat",43.135,-3.40972,NA,"peatland"
53280,"Europe","Peat",47.77639,8.97556,NA,"peatland"
53286,"Europe","Peat",50.99552,5.86678,NA,"peatland"
53460,"North America","Peat",49.735,-125.193,NA,"peatland"
53601,"Europe","Peat",31.53722,35.5625,NA,"peatland"
53689,"Europe","Peat",52.24421,4.89465,NA,"peatland"
53741,"Europe","Peat",50.85,4.35,NA,"peatland"
53743,"Asia","Peat",43.24389,47.02583,NA,"peatland"
53747,"Asia","Peat",47.77944,44.47,NA,"peatland"
53756,"North America","Lake",37.08,-88.4894,92775.18917,"small lake"
53758,"North America","Peat",35.3394,-120.827,NA,"peatland"
53768,"Europe","Peat",56.35,13.46667,NA,"peatland"
53770,"Europe","Peat",56.28333,13.33333,NA,"peatland"
53964,"Europe","Lake",56.35129,14.87855,11168.04147,"small lake"
53966,"Europe","Lake",59.76,14.48222,78231.05371,"small lake"
53968,"Europe","Peat",63.23333,12.41667,NA,"peatland"
53969,"Europe","Lake",63.1,12.24167,75729.78053,"small lake"
53972,"Europe","Lake",64.26424,19.54899,34078.26965,"small lake"
53974,"Europe","Peat",56.8,12.9,NA,"peatland"
53976,"Europe","Peat",57.73611,14.28861,NA,"peatland"
53978,"Europe","Lake",68.34118,18.7778,139372.4899,"small lake"
53980,"Europe","Lake",68.33583,18.69306,3398.528162,"small lake"
53982,"Europe","Peat",56.29111,12.50556,NA,"peatland"
53984,"Europe","Peat",57.48333,14.78333,NA,"peatland"
53986,"Europe","Peat",61.76667,13.33333,NA,"peatland"
53988,"Europe","Peat",60.3,14.58333,NA,"peatland"
53989,"Europe","Lake",66.23481,20.84245,45793.33949,"small lake"
53991,"Europe","Lake",60.08481,15.79127,68749.0287,"small lake"
53993,"Europe","Peat",56.96667,13.83333,NA,"peatland"
53995,"Europe","Lake",55.46309,13.81355,2046.063532,"small lake"
53997,"Europe","Peat",55.48833,13.90889,NA,"peatland"
53999,"Europe","Lake",55.45917,13.75194,19718.46548,"small lake"
54001,"Europe","Lake",55.57556,13.4375,14011.1109,"small lake"
54003,"Europe","Peat",57.02417,14.81306,NA,"peatland"
54004,"Europe","Peat",56.93333,15.26667,NA,"peatland"
54016,"Europe","Peat",56.16667,13.83333,NA,"peatland"
54018,"Europe","Peat",56.26417,13.31861,NA,"peatland"
54020,"Europe","Lake",57.68889,14.49444,25957.83215,"small lake"
54022,"Europe","Peat",56.31667,13.43333,NA,"peatland"
54024,"Europe","Lake",56.25444,13.24333,21270.96355,"small lake"
54026,"Europe","Peat",56.46667,14.56667,NA,"peatland"
54028,"Europe","Peat",57.48333,14.61667,NA,"peatland"
54030,"Europe","Peat",57.11667,12.56667,NA,"peatland"
54047,"Europe","Peat",51.668,5.9874,NA,"peatland"
54269,"Europe","Lake",40.00889,16.22444,1587.343321,"small lake"
54295,"Europe","Peat",51.98137,5.97834,NA,"peatland"
54302,"Europe","Peat",45.652,3.808,NA,"peatland"
54305,"Europe","Peat",45.643,3.822,NA,"peatland"
54306,"Europe","Peat",45.652,3.808,NA,"peatland"
54308,"Europe","Peat",45.6505,3.84,NA,"peatland"
54310,"Europe","Peat",45.651,3.84,NA,"peatland"
54316,"Asia","Peat",56.60887,66.25967,NA,"peatland"
54469,"Europe","Peat",52.41052,4.6117,NA,"peatland"
70001,"North America","Lake",44.55,-107.467,NA,"small lake"
100001,"Asia","Lake",31.562,117.394,786279158.8,"large lake"
100002,"Asia","Lake",29.967,116.117,301964143,"large lake"
100013,"Asia","Lake",39.006,103.338,NA,"small lake"
100019,"Asia","Peat",33.95,102.35,NA,"peatland"
100028,"Asia","Lake",20.35,110.35,NA,"small lake"
100030,"Asia","Peat",25.2,110.2,NA,"peatland"
100031,"Asia","Lake",21.533,109.083,NA,"small lake"
100034,"Asia","Peat",26.7,104.233,NA,"peatland"
100036,"Asia","Peat",26.233,105.917,NA,"peatland"
100039,"Asia","Lake",19.95,110.183,NA,"small lake"
100041,"Asia","Lake",38.833,115.917,NA,"small lake"
100042,"Asia","Peat",38.967,118.6,NA,"peatland"
100043,"Asia","Peat",39.333,119.17,NA,"peatland"
100046,"Asia","Peat",39.5,119.17,NA,"peatland"
100055,"Asia","Peat",48.133,134.7,NA,"peatland"
100056,"Asia","Peat",48.333,134.467,NA,"peatland"
100057,"Asia","Peat",47.533,133.867,NA,"peatland"
100058,"Asia","Peat",47.883,133.667,NA,"peatland"
100059,"Asia","Peat",48.35,129.667,NA,"peatland"
100061,"Asia","Peat",52.233,122.8,NA,"peatland"
100068,"Asia","Lake",31.75,110.667,NA,"small lake"
100070,"Asia","Lake",31.081,112.238,NA,"small lake"
100071,"Asia","Lake",30.19,113.23,190338.7894,"small lake"
100072,"Asia","Lake",29.996,115.807,31541758.81,"large lake"
100073,"Asia","Lake",29.817,112.883,NA,"small lake"
100074,"Asia","Lake",41.333,114.367,48031787.89,"large lake"
100075,"Asia","Lake",39.317,109.267,19341053.76,"large lake"
100076,"Asia","Lake",41.65,115.2,10957000.73,"large lake"
100077,"Asia","Peat",42.95,122.35,NA,"peatland"
100079,"Asia","Lake",40.583,112.667,50171372.94,"large lake"
100080,"Asia","Lake",40.583,112.667,50171372.94,"large lake"
100081,"Asia","Lake",43.283,116.583,214032552.8,"large lake"
100082,"Asia","Lake",41.3,112.35,NA,"small lake"
100083,"Asia","Lake",42.954,115.367,668924.1891,"large lake"
100084,"Asia","Peat",49.233,119,NA,"peatland"
100085,"Asia","Lake",38.717,108.75,NA,"small lake"
100086,"Asia","Peat",40.283,112.833,NA,"peatland"
100087,"Asia","Lake",42.956,116.757,NA,"small lake"
100088,"Asia","Lake",49.127,117.506,2128127767,"large lake"
100089,"Asia","Lake",49.28,117.4,NA,"small lake"
100090,"Asia","Lake",42.374,117.47,NA,"small lake"
100091,"Asia","Lake",41.88,101.85,NA,"small lake"
100092,"Asia","Lake",42.707,116.683,NA,"small lake"
100093,"Asia","Peat",40.667,111.133,NA,"peatland"
100096,"Asia","Lake",43.25,117.517,NA,"small lake"
100097,"Asia","Lake",42.067,119.917,NA,"small lake"
100103,"Asia","Peat",31.95,119.15,NA,"peatland"
100104,"Asia","Lake",31.276,118.897,30715598.39,"large lake"
100105,"Asia","Peat",31.95,119.15,NA,"peatland"
100110,"Asia","Peat",24.25,115.033,NA,"peatland"
100111,"Asia","Lake",24.75,115.033,NA,"small lake"
100112,"Asia","Lake",29.742,116.214,2395224929,"large lake"
100114,"Asia","Peat",44.883,124.85,NA,"peatland"
100115,"Asia","Lake",42.3,126.367,263196.2876,"small lake"
100117,"Asia","Peat",43.633,129.2,NA,"peatland"
100119,"Asia","Peat",42.35,126.383,NA,"peatland"
100122,"Asia","Peat",43.883,125.217,NA,"peatland"
100123,"Asia","Lake",53.031,70.21626,166236.5311,"small lake"
100124,"Asia","Peat",52.96667,70.41667,NA,"peatland"
100125,"Asia","Peat",50.4,80.46667,NA,"peatland"
100126,"Asia","Lake",49.37,75.4,700685.3127,"large lake"
100127,"Asia","Peat",41.28333,72.83333,NA,"peatland"
100128,"Asia","Lake",41.86667,71.96667,NA,"small lake"
100129,"Asia","Lake",39.98333,73.55,NA,"small lake"
100131,"Asia","Lake",41.31,72.96,NA,"small lake"
100132,"Asia","Lake",41.23333,73.25,NA,"small lake"
100133,"Asia","Lake",41.31,72.96,NA,"small lake"
100135,"Asia","Peat",42.867,122.883,NA,"peatland"
100136,"Asia","Lake",49.5,90.6,294308322.6,"large lake"
100137,"Asia","Lake",48.19,98.76,1582173.628,"large lake"
100138,"Asia","Lake",51.33333,99.38333,NA,"small lake"
100139,"Asia","Lake",50.26,106.62,NA,"small lake"
100140,"Asia","Lake",48.62167,88.34583,NA,"small lake"
100141,"Asia","Lake",51.1,100.5,NA,"small lake"
100143,"Asia","Lake",47.76667,102.7667,24218701.63,"large lake"
100149,"Asia","Lake",34.831,98.198,32121474.03,"large lake"
100151,"Asia","Lake",37.1,95.5,322005627.6,"large lake"
100153,"Asia","Lake",35.317,99.183,47444193.85,"large lake"
100154,"Asia","Lake",34.633,92.15,4770889.498,"large lake"
100156,"Asia","Lake",37.283,96.9,NA,"small lake"
100157,"Asia","Lake",34.011,97.241,17583160.37,"large lake"
100158,"Asia","Lake",37.593,101.35,655983.8059,"large lake"
100159,"Asia","Lake",36.667,100.517,4268054413,"large lake"
100162,"Asia","Lake",33.95,107.733,NA,"small lake"
100166,"Asia","Lake",37.55,122.517,NA,"small lake"
100175,"Asia","Lake",38.885,112.194,NA,"small lake"
100177,"Asia","Peat",40.267,113.667,NA,"peatland"
100178,"Asia","Lake",27.833,102.667,NA,"small lake"
100179,"Asia","Peat",32.8,102.533,NA,"peatland"
100181,"Asia","Lake",31.113,99.755,1714427.122,"large lake"
100182,"Asia","Lake",28.583,102.217,NA,"small lake"
100183,"Asia","Lake",30.298,99.552,248427.8305,"small lake"
100184,"Asia","Peat",33.905,102.545,NA,"peatland"
100185,"Asia","Peat",33.95,103.35,NA,"peatland"
100186,"Asia","Peat",23.753,121.236,NA,"peatland"
100188,"Asia","Lake",23.867,120.917,7400671.174,"large lake"
100189,"Asia","Peat",23.82,120.9,NA,"peatland"
100190,"Asia","Lake",43.617,92.8,NA,"small lake"
100191,"Asia","Lake",36.667,89,22207293.93,"large lake"
100192,"Asia","Lake",42,87.02,987173616.4,"large lake"
100193,"Asia","Peat",44.418,86.024,NA,"peatland"
100194,"Asia","Lake",43.5,87.9,27455321.34,"large lake"
100198,"Asia","Lake",44.697,89.56,NA,"small lake"
100199,"Asia","Lake",44.88,82.94,454704811.6,"large lake"
100200,"Asia","Lake",45,82.8,NA,"small lake"
100202,"Asia","Lake",40.283,90.25,4.26385e+11,"large lake"
100203,"Asia","Lake",40.333,90.25,4.26385e+11,"large lake"
100204,"Asia","Lake",45.833,85.917,264523964.5,"large lake"
100205,"Asia","Peat",37.733,82.767,NA,"peatland"
100206,"Asia","Lake",44.31,89.143,NA,"small lake"
100207,"Asia","Lake",37.033,80.767,4.26385e+11,"large lake"
100208,"Asia","Lake",35.35,79.517,53630.30844,"small lake"
100209,"Asia","Lake",35.35,79.517,NA,"small lake"
100210,"Asia","Lake",47.217,87.3,857249060.7,"large lake"
100213,"Asia","Lake",36.783,90.833,NA,"small lake"
100217,"Asia","Lake",33.72,78.81,677018817.6,"large lake"
100218,"Asia","Lake",29.813,92.54,NA,"small lake"
100219,"Asia","Lake",30.467,91.5,NA,"small lake"
100220,"Asia","Lake",28.91,85.61,270543711,"large lake"
100221,"Asia","Lake",29.813,92.373,69459.86304,"small lake"
100222,"Asia","Lake",30.733,96.683,3570732.341,"large lake"
100223,"Asia","Lake",31.81,88.97,2355668598,"large lake"
100224,"Asia","Lake",32.991,103.052,NA,"small lake"
100225,"Asia","Peat",30.533,91.383,NA,"peatland"
100226,"Asia","Lake",31.95,90.333,37171160.69,"large lake"
100227,"Asia","Lake",35.433,84.65,220390411.8,"large lake"
100228,"Asia","Lake",31.46,84.05,104538915.2,"large lake"
100229,"Asia","Lake",32,90.9,237032527.7,"large lake"
100230,"Asia","Lake",25.855,100.171,241787078.7,"large lake"
100231,"Asia","Peat",22.483,100.6,NA,"peatland"
100232,"Asia","Lake",21.95,100.483,NA,"small lake"
100237,"Asia","Lake",30.41,106.85,1985087.771,"large lake"
100238,"Asia","Lake",50.25,89.625,3491238.415,"large lake"
100239,"Asia","Lake",52.08333,105.8653,NA,"small lake"
100240,"Asia","Lake",50.38333,89.41667,NA,"small lake"
100241,"Asia","Lake",50.5055,87.64167,NA,"small lake"
100242,"Asia","Lake",50.45,87.67083,249086.3173,"small lake"
100243,"Asia","Lake",50.45404,87.67608,NA,"small lake"
100244,"Asia","Peat",50,137.05,NA,"peatland"
100245,"Asia","Peat",47.83333,135.6667,NA,"peatland"
100246,"Asia","Peat",53.03333,51.84167,NA,"peatland"
100247,"Asia","Peat",53.7,140.1167,NA,"peatland"
100248,"Asia","Lake",44.42,59.98333,45066668093,"large lake"
100249,"Asia","Peat",26.767,119.033,NA,"peatland"
100250,"Asia","Lake",21.15,110.283,1871926.305,"large lake"
100251,"Asia","Lake",43.9085,128.75,NA,"small lake"
100252,"Asia","Lake",45.206,132.509,4380822654,"large lake"
100253,"Asia","Lake",39.65,109.9,NA,"small lake"
100254,"Asia","Lake",72.39888,102.2886,23132.35938,"small lake"
100255,"Asia","Lake",49.5,90.6,294308322.6,"large lake"
100256,"Asia","Lake",49.41667,90.51667,294308322.6,"large lake"
100257,"Asia","Lake",51.585,104.8547,NA,"small lake"
100258,"Asia","Lake",51.58361,104.8517,NA,"small lake"
100259,"Asia","Lake",52.8526,78.62668,70959362.3,"large lake"
100260,"Asia","Peat",52.75,108.083,NA,"peatland"
100261,"Asia","Lake",67.08333,65.35,NA,"small lake"
100262,"Asia","Lake",71.86667,127.0667,131392.2457,"small lake"
100265,"Asia","Peat",55.44,107,NA,"peatland"
100266,"Asia","Peat",55.44,107,NA,"peatland"
100267,"Asia","Peat",72.38167,99.86167,NA,"peatland"
100268,"Asia","Lake",52.78333,108.1167,NA,"small lake"
100271,"Asia","Peat",72.39,99.715,NA,"peatland"
100273,"Asia","Lake",74.473,98.636,24664721.44,"large lake"
100275,"Asia","Lake",64.85833,175.2333,17945389.25,"large lake"
100276,"Asia","Peat",55.52,108.47,NA,"peatland"
100278,"Asia","Lake",63.325,176.5,NA,"small lake"
100279,"Asia","Lake",50.0405,155.3952,820768.0548,"large lake"
100281,"Asia","Peat",60.01667,72.08333,NA,"peatland"
100283,"Asia","Lake",33.30884,78.02516,16556646.06,"large lake"
100284,"Asia","Lake",32.929,78.323,135906186.5,"large lake"
100285,"Asia","Lake",56.82267,160.0403,11733961.74,"large lake"
100286,"Asia","Lake",56.81675,160.0675,11733961.74,"large lake"
100287,"Asia","Lake",56.81675,160.0678,11733961.74,"large lake"
100288,"Asia","Peat",55.8,109.7,NA,"peatland"
100289,"Asia","Peat",68.16667,87.15,NA,"peatland"
100290,"Asia","Lake",61.3375,154.5555,NA,"small lake"
100292,"Asia","Lake",35.516,99.31,NA,"small lake"
100295,"Asia","Lake",24.483,121.433,NA,"small lake"
100296,"Asia","Lake",45.01667,82.83333,454704811.6,"large lake"
100297,"Asia","Lake",43.675,92.8,58555362.55,"large lake"
100299,"Asia","Lake",27.003,100.181,47112.51783,"small lake"
100300,"Asia","Lake",27.91,99.95,1773844.856,"large lake"
100301,"Asia","Lake",35.26472,106.3092,NA,"small lake"
100302,"Asia","Lake",64.8,175.5333,71148.64157,"small lake"
100303,"Asia","Lake",31.486,110.001,371832.9345,"small lake"
100304,"Asia","Lake",35.28217,98.55208,242716333.9,"large lake"
100305,"Asia","Lake",56.11,84.23,543371.5197,"large lake"
100306,"Asia","Lake",53.254,157.754,458798.427,"small lake"
100307,"Asia","Peat",56.33333,84.83333,NA,"peatland"
100308,"Asia","Lake",31.616,92.07,3638117.319,"large lake"
100309,"Asia","Lake",26.1,103.2,NA,"small lake"
100311,"Asia","Lake",67.54722,172.1253,NA,"small lake"
100313,"Asia","Lake",46.61025,101.7789,374971.3873,"small lake"
100314,"Asia","Lake",52.82803,60.49897,2997.34445,"small lake"
100315,"Asia","Lake",38.91,112.23,174212.4282,"small lake"
100316,"Asia","Lake",42.9,119.3,1890830.739,"large lake"
100317,"Asia","Lake",42.28333,126.6,411552.6307,"small lake"
100319,"Asia","Peat",56.45,84.88333,NA,"peatland"
100320,"Asia","Lake",44.617,81.133,464597174.6,"large lake"
100321,"Asia","Lake",34.61667,80.28333,27530225.82,"large lake"
100322,"Asia","Lake",33.379,101.104,3498433.758,"large lake"
100324,"Asia","Lake",67.35,168.3167,29964782.41,"large lake"
100325,"Asia","Lake",67.34148,168.3044,5828883.786,"large lake"
100326,"Asia","Lake",56.04,130.87,82425917.37,"large lake"
100327,"Asia","Lake",65.294,135.7592,35193604.66,"large lake"
100328,"Asia","Lake",70.72,132.67,105078.5819,"small lake"
100329,"Asia","Lake",70.96,132.57,19967.52353,"small lake"
100330,"Asia","Lake",70.53,132.91,527422.4583,"large lake"
200003,"Asia","Lake",30.13,101.83,23968.837,"small lake"
200004,"Asia","Lake",31.23,86.72,808533452.6,"large lake"
200005,"Asia","Lake",31.23,86.72,808533452.6,"large lake"
200006,"Asia","Lake",41.08343,112.6546,115357.3687,"small lake"
200007,"Asia","Peat",48.8,86.9,NA,"peatland"
200008,"Asia","Lake",36.19,100.1,1518340.071,"large lake"
200009,"Asia","Lake",28.97,90.71,452836461.2,"large lake"
200011,"Asia","Lake",31.13,84.17,476337598,"large lake"
200015,"Asia","Lake",39.24,97.92,57455.13467,"small lake"
